timestamp,section_id,section_length_km,signal_state,train_id,train_type,priority,position_km,speed_kmph,status,delay_min,disruption,next_station,next_station_arrival
2025-09-01 16:59:00,SEC_06,106,GREEN,T10308,Passenger,Medium,75.6,35.63,Proceed with Caution,4,Caution Order,Section_6_ST2,2025-09-01 17:10:00
2025-09-01 09:16:00,SEC_05,114,GREEN,T10265,Express,High,27.704,71.74,Running,0,None,Section_5_ST1,2025-09-01 09:42:00
2025-09-01 07:13:00,SEC_02,23,YELLOW,T10090,Freight,Low,5.344,44.83,Running,0,None,Section_2_ST2,2025-09-01 07:49:00
2025-09-01 03:08:00,SEC_01,101,YELLOW,T10046,Freight,Low,12.122,47.68,Running,0,None,Section_1_ST1,2025-09-01 03:23:00
2025-09-01 04:55:00,SEC_01,101,GREEN,T10004,Express,High,60.79,53.42,Weather Slowdown,14,Weather Slowdown,Section_1_ST2,2025-09-01 05:18:00
2025-09-01 05:35:00,SEC_06,106,GREEN,T10346,Passenger,Medium,77.893,41.5,Weather Slowdown,29,Weather Slowdown,Section_6_ST1,2025-09-01 05:43:00
2025-09-01 08:39:00,SEC_02,23,GREEN,T10103,Express,High,23.0,73.96,Running,0,None,Section_2_ST5,2025-09-01 09:08:00
2025-09-01 20:06:00,SEC_03,55,GREEN,T10131,Freight,Low,3.932,40.95,Running,0,None,Section_3_ST1,2025-09-01 20:27:00
2025-09-01 23:42:00,SEC_07,89,YELLOW,T10395,Freight,Low,55.164,44.54,Running,0,None,Section_7_ST3,2025-09-02 00:25:00
2025-09-01 10:43:00,SEC_06,106,YELLOW,T10329,Express,High,9.294,47.03,Weather Slowdown,22,Weather Slowdown,Section_6_ST2,2025-09-01 11:15:00
2025-09-01 21:16:00,SEC_07,89,GREEN,T10411,Express,High,46.548,93.15,Running,0,None,Section_7_ST5,2025-09-01 21:42:00
2025-09-01 06:30:00,SEC_08,95,GREEN,T10437,Passenger,Medium,30.266,72.23,Running,0,None,Section_8_ST2,2025-09-01 07:13:00
2025-09-01 04:53:00,SEC_08,95,GREEN,T10423,Express,High,17.103,80.25,Running,0,None,Section_8_ST2,2025-09-01 05:24:00
2025-09-01 04:18:00,SEC_05,114,GREEN,T10264,Freight,Low,77.105,48.79,Running,0,None,Section_5_ST2,2025-09-01 05:12:00
2025-09-01 16:46:00,SEC_10,31,RED,T10589,Passenger,Medium,7.911,0.0,Waiting for Signal,15,None,Section_10_ST3,2025-09-01 17:23:00
2025-09-01 11:08:00,SEC_05,114,GREEN,T10291,Freight,Low,22.608,44.9,Running,0,None,Section_5_ST1,2025-09-01 11:23:00
2025-09-01 10:17:00,SEC_05,114,RED,T10268,Freight,Low,30.153,0.0,Waiting for Signal,4,None,Section_5_ST2,2025-09-01 10:46:00
2025-09-01 05:33:00,SEC_04,48,GREEN,T10230,Passenger,Medium,32.371,58.27,Running,0,None,Section_4_ST3,2025-09-01 06:04:00
2025-09-01 07:25:00,SEC_09,24,GREEN,T10529,Express,High,11.811,85.22,Running,0,None,Section_9_ST1,2025-09-01 07:52:00
